radius,weight,vx_cmd,wz_cmd,yaw0,completed,lin_err_mean,yaw_err_mean,final_pos_err,final_yaw_err,file
1.5,280.0,0.4,0.26666666666666666,0.0,1,0.05753995730788643,0.0904814579034153,2.6455953963392154,1.7419916151176293,out/go2w_reg_ablation/20260209_193936/r1.5_w280_yaw0.000.csv
1.5,320.0,0.4,0.26666666666666666,0.0,1,0.055537978710919506,0.086900656006645,2.5043730327385703,1.6785650839128334,out/go2w_reg_ablation/20260209_193936/r1.5_w320_yaw0.000.csv
1.5,360.0,0.4,0.26666666666666666,0.0,1,0.05488152351025602,0.08703134023180778,2.4485178410892057,1.6774024909406404,out/go2w_reg_ablation/20260209_193936/r1.5_w360_yaw0.000.csv
1.7,0.0,0.4,0.23529411764705885,0.0,0,0.04522942692141134,0.12476391019785785,5.226123637418751,2.474804462090316,out/go2w_reg_ablation/20260209_193936/r1.7_w0_yaw0.000.csv
1.7,40.0,0.4,0.23529411764705885,0.0,0,0.056328315207670884,0.10173733896304711,4.05882612534648,1.978713215058415,out/go2w_reg_ablation/20260209_193936/r1.7_w40_yaw0.000.csv
1.7,80.0,0.4,0.23529411764705885,0.0,0,0.0622735138447741,0.10059073426745035,3.729393123825952,1.9600471431539876,out/go2w_reg_ablation/20260209_193936/r1.7_w80_yaw0.000.csv
1.7,120.0,0.4,0.23529411764705885,0.0,0,0.06043323336094606,0.09606429594763495,3.4357510537776528,1.8623481543137443,out/go2w_reg_ablation/20260209_193936/r1.7_w120_yaw0.000.csv
1.7,160.0,0.4,0.23529411764705885,0.0,0,0.05786307987647219,0.08644834751094865,2.909905194174265,1.678859713225569,out/go2w_reg_ablation/20260209_193936/r1.7_w160_yaw0.000.csv
1.7,200.0,0.4,0.23529411764705885,0.0,0,0.05648688580271781,0.08583085117301656,2.809979373432363,1.6687544472527178,out/go2w_reg_ablation/20260209_193936/r1.7_w200_yaw0.000.csv
1.7,240.0,0.4,0.23529411764705885,0.0,0,0.05971774266758316,0.08682437095928353,2.810524551000001,1.6831968357132303,out/go2w_reg_ablation/20260209_193936/r1.7_w240_yaw0.000.csv
1.7,280.0,0.4,0.23529411764705885,0.0,0,0.05834072786459014,0.0816563565484457,2.569603062753228,1.581473991864378,out/go2w_reg_ablation/20260209_193936/r1.7_w280_yaw0.000.csv
1.7,320.0,0.4,0.23529411764705885,0.0,0,0.05762859192079751,0.08275606036130026,2.543204872382164,1.6072815376299427,out/go2w_reg_ablation/20260209_193936/r1.7_w320_yaw0.000.csv
1.7,360.0,0.4,0.23529411764705885,0.0,1,0.05630563090294704,0.07913430993366584,2.3753097754089905,1.5310138742496768,out/go2w_reg_ablation/20260209_193936/r1.7_w360_yaw0.000.csv
1.9,0.0,0.4,0.2105263157894737,0.0,0,0.04505555832375522,0.11349124751637905,5.11986308582154,2.24229249781376,out/go2w_reg_ablation/20260209_193936/r1.9_w0_yaw0.000.csv
1.9,40.0,0.4,0.2105263157894737,0.0,0,0.060044350850004334,0.09832040966171728,4.275888847822632,1.9246351394909191,out/go2w_reg_ablation/20260209_193936/r1.9_w40_yaw0.000.csv
1.9,80.0,0.4,0.2105263157894737,0.0,0,0.060600313020091424,0.09378125465482222,3.8672951148550068,1.8218225253492255,out/go2w_reg_ablation/20260209_193936/r1.9_w80_yaw0.000.csv
1.9,120.0,0.4,0.2105263157894737,0.0,0,0.05840934963944591,0.08962867495830451,3.5498945306691243,1.7504427725477303,out/go2w_reg_ablation/20260209_193936/r1.9_w120_yaw0.000.csv
1.9,160.0,0.4,0.2105263157894737,0.0,0,0.057180376964019786,0.08239364371983847,3.1130324472844735,1.6063298707020288,out/go2w_reg_ablation/20260209_193936/r1.9_w160_yaw0.000.csv
1.9,200.0,0.4,0.2105263157894737,0.0,0,0.060401864919956694,0.08302206758171786,3.06522511070119,1.6156429274397497,out/go2w_reg_ablation/20260209_193936/r1.9_w200_yaw0.000.csv
1.9,240.0,0.4,0.2105263157894737,0.0,0,0.0593558347276252,0.0810055762610275,2.896760807528132,1.5738284130204856,out/go2w_reg_ablation/20260209_193936/r1.9_w240_yaw0.000.csv
1.9,280.0,0.4,0.2105263157894737,0.0,0,0.05852319823973509,0.07828063659693556,2.7038771500639602,1.5265434177140986,out/go2w_reg_ablation/20260209_193936/r1.9_w280_yaw0.000.csv
1.9,320.0,0.4,0.2105263157894737,0.0,0,0.052238476153915366,0.07084123146480382,2.416836677296749,1.3796394900570634,out/go2w_reg_ablation/20260209_193936/r1.9_w320_yaw0.000.csv
1.9,360.0,0.4,0.2105263157894737,0.0,0,0.05549558096663374,0.07253158945664978,2.398448333651558,1.418922483966134,out/go2w_reg_ablation/20260209_193936/r1.9_w360_yaw0.000.csv
