radius,weight,pos_err_x,pos_err_y,yaw_err,vel_err_x,vel_err_y,yaw_rate_err,joint_dev_norm
0.75,12000.0,0.1688442712882648,-0.10316540024746,-0.2027291411952174,-0.5070242309348811,-0.3154134429986587,-0.8964729321547009,114.14272623757356
0.75,13000.0,0.1369285983623754,-0.0787795059030991,-0.1757064630517675,-0.8485935616805969,-0.1844411832471579,-1.2848835808097272,113.53703046998916
0.75,14000.0,0.2528763670169295,-0.1734864691517676,-0.227570023649914,-0.4686580232644457,-0.4993919557919044,-0.7119321767742008,114.4263908293018
0.75,15000.0,0.2530659709311343,-0.1798834605850943,-0.1100570210198035,-0.7698920480474596,-0.3641429249134202,-1.7033412967435395,113.89107363461628
0.75,16000.0,0.2469247252246195,-0.1658416434345264,-0.1593503756080472,-0.91642299047381,-0.3741002598695888,-1.3385875605197235,112.52215955228806
0.75,17000.0,0.1373842092554131,-0.0770678118584669,-0.2058564511010505,-0.5925384783674454,-0.105938470006684,-0.9219583643749965,112.45288254876904
0.75,18000.0,0.1799063524685394,-0.1047717888225427,-0.1940688412058051,-0.6553887585759433,-0.3102227147520608,-1.0631345847401283,114.01752851204944
0.75,19000.0,0.0186112139151382,-0.1658416434345264,-0.1620984293109844,-0.5070242309348811,-0.6816221036605375,-0.8964729321547009,113.54910822236836
0.75,20000.0,0.0231120357672619,-0.1406891087587485,-0.1785662990589402,-0.6148140975788163,-0.4660369393826929,-1.1681282079532649,113.65754942371302
1.125,0.0,-0.155150047299274,-0.937574140460746,-0.1603778497119972,-0.5070242309348811,-0.8554865360962115,-0.4041295746123045,112.08151277586435
1.125,1000.0,0.0391465382643997,-0.4289041709803475,-0.1332097370092992,1.263461219074511,-1.2457515381055129,-0.8019152703998622,114.24338904892382
1.125,2000.0,-0.3223469524020209,-0.37340235297004565,-0.1044222953929221,-1.0680977650470247,-1.6622103867175788,0.20798518302734853,113.15049112447883
1.125,3000.0,0.0162227950940901,-0.2629496139149452,-0.17281000513557648,-0.618999540783741,-0.4676570640097347,0.5843737546239618,113.03400911423287
